chunk_uid,rollout_id,model,dataset,ood_type,task_name,trial_id,chunk_id,norm_chunk_id,latent_pt_path,success,failure_mode,dominant_failure_mode,valid_for_probe,is_early_chunk,latent_keys
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_010,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,10,10,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00010.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_011,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,11,11,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00011.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_012,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,12,12,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00012.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_013,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,13,13,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00013.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_014,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,14,14,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00014.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_015,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,15,15,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00015.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_016,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,16,16,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00016.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_017,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,17,17,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00017.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_018,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,18,18,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00018.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_019,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,19,19,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00019.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_020,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,20,20,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00020.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000_chunk_021,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_000,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,0,21,21,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_0/chunk_00021.pt,1,success,success,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_000,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,0,0,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00000.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_001,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,1,1,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00001.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_002,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,2,2,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00002.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_003,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,3,3,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00003.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_004,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,4,4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00004.pt,0,wrong_receptacle,wrong_receptacle,1,1,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_005,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,5,5,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00005.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_006,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,6,6,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00006.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_007,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,7,7,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00007.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_008,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,8,8,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00008.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_009,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,9,9,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00009.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_010,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,10,10,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00010.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_011,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,11,11,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00011.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_012,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,12,12,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00012.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_013,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,13,13,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00013.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_014,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,14,14,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00014.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_015,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,15,15,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00015.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_016,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,16,16,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00016.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_017,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,17,17,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00017.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_018,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,18,18,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00018.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_019,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,19,19,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00019.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_020,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,20,20,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00020.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_021,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,21,21,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00021.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_022,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,22,22,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00022.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_023,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,23,23,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00023.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_024,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,24,24,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00024.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_025,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,25,25,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00025.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_026,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,26,26,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00026.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_027,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,27,27,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00027.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_028,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,28,28,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00028.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_029,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,29,29,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00029.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_030,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,30,30,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00030.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_031,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,31,31,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00031.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001_chunk_032,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,1,32,32,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_1/chunk_00032.pt,0,wrong_receptacle,wrong_receptacle,1,0,text_encoder_output|cross_attention_action_x_after|action_head_input|chunk_vector_mean|action_chunk_output
