rollout_id,model,dataset,ood_type,task_name,trial_id,success,num_chunks,has_intervention,video_path,latent_dir,event_log_path,finalize_path,rollout_result_path,dominant_failure_mode,valid_for_probe,annotation_status,notes
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_010,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,10,1,22,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial10_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_10,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_10/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_10/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_10/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_011,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,11,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial11_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_11,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_11/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_11/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_11/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_012,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,12,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial12_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_12,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_12/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_12/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_12/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_013,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,13,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial13_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_13/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_014,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,14,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial14_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_14/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_015,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,15,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial15_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_15,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_15/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_15/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_15/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_016,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,16,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial16_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_16,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_16/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_16/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_16/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_017,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,17,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial17_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_17,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_17/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_17/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_17/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_018,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,18,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial18_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_18,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_18/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_18/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_18/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_019,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,19,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial19_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_19,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_19/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_19/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_19/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_020,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,20,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial20_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_20,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_20/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_20/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_20/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_021,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,21,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial21_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_21,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_21/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_21/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_21/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_022,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,22,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial22_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_22,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_22/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_22/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_22/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_023,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,23,1,26,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial23_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_23,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_23/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_23/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_23/rollout_result.json,success,1,verified,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_024,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,24,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial24_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_24,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_24/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_24/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_24/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_025,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,25,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial25_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_25,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_25/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_25/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_25/rollout_result.json,wrong_receptacle,1,verified_success,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_026,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,26,1,21,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial26_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_26/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_027,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,27,1,54,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial27_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_27/rollout_result.json,success,1,verified_success,label_auto_success
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_028,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,28,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial28_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_28/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_029,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,29,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial29_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_29/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_030,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,30,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial30_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_30/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_031,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,31,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial31_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_31/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_032,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,32,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial32_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_32/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_033,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,33,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial33_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_33/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_034,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,34,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial34_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_34/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_035,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,35,0,60,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial35_failure.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_35/rollout_result.json,wrong_receptacle,1,verified,failure_label_verified
pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_036,pi05,libero_ood,diff_start_end_loc,put_the_cream_cheese_on_the_plate,36,1,22,0,OOD_exp/outputs/videos/libero_goal/dif_start_end_loc/put_the_cream_cheese_on_the_plate/trial36_success.mp4,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36/rollouts_state_record.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36/rollouts_finalize.jsonl,OOD_exp/outputs/chunk_wise/put_the_cream_cheese_on_the_plate/trial_36/rollout_result.json,success,1,verified_success,label_auto_success
