latent_key,rollout_id,trial_id,chunk_id,group,dominant_failure_mode,cos_success_centroid,cos_bowl_centroid,margin_success_minus_bowl,nearest_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,56,natural_failure,wrong_receptacle,0.2447290946779363,0.26348621559895136,-0.018757120921015058,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,57,natural_failure,wrong_receptacle,0.20437158335347877,0.17958257938587902,0.024789003967599754,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,58,natural_failure,wrong_receptacle,0.2322865880739166,0.20514936175202345,0.027137226321893165,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_001,1,59,natural_failure,wrong_receptacle,0.37119734252485664,0.3540703986221402,0.017126943902716463,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,0,natural_failure,wrong_receptacle,0.8840550987295619,0.8962454205181103,-0.012190321788548397,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,1,natural_failure,wrong_receptacle,0.9315810602871492,0.9375978569919895,-0.006016796704840344,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,2,natural_failure,wrong_receptacle,0.8960159227559497,0.8940420618526188,0.0019738609033308485,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,3,natural_failure,wrong_receptacle,0.9009172450710414,0.908122392321735,-0.007205147250693544,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,4,natural_failure,wrong_receptacle,0.8789448971880285,0.8867074748981592,-0.007762577710130669,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,5,natural_failure,wrong_receptacle,0.7669306121010303,0.8033484764445495,-0.036417864343519235,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,6,natural_failure,wrong_receptacle,0.5773207992282666,0.6243928873615985,-0.04707208813333186,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,7,natural_failure,wrong_receptacle,0.29349756923386944,0.35221164199992705,-0.05871407276605761,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,8,natural_failure,wrong_receptacle,-0.17684101930318308,-0.17104923318840892,-0.005791786114774156,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,9,natural_failure,wrong_receptacle,-0.49836583546419355,-0.5042468541362004,0.005881018672006855,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,10,natural_failure,wrong_receptacle,-0.5247107961689865,-0.5282190631540609,0.0035082669850743375,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,11,natural_failure,wrong_receptacle,-0.46390878782141104,-0.4425690787344167,-0.02133970908699434,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,12,natural_failure,wrong_receptacle,-0.3736733385664146,-0.33492091350976305,-0.03875242505665155,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,13,natural_failure,wrong_receptacle,-0.149660445542948,-0.08732603431432029,-0.062334411228627706,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,14,natural_failure,wrong_receptacle,-0.11626971231522408,-0.07184779567661262,-0.04442191663861146,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,15,natural_failure,wrong_receptacle,-0.11542052307728334,-0.17854434016970838,0.06312381709242504,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,16,natural_failure,wrong_receptacle,0.013052077784855995,-0.04650629658792599,0.05955837437278198,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,17,natural_failure,wrong_receptacle,0.10177599181212242,0.029889699620307297,0.07188629219181512,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,18,natural_failure,wrong_receptacle,0.08508426254743771,0.03957721867558855,0.045507043871849166,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,19,natural_failure,wrong_receptacle,0.20582985700032708,0.1744202667071227,0.031409590293204365,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,20,natural_failure,wrong_receptacle,0.21134150478748598,0.19991345537994787,0.01142804940753811,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,21,natural_failure,wrong_receptacle,0.1416127768402134,0.1322326273964431,0.009380149443770303,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,22,natural_failure,wrong_receptacle,0.5385873204715266,0.6038173619936908,-0.06523004152216427,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,23,natural_failure,wrong_receptacle,0.42685760967965103,0.45351477092203357,-0.026657161242382543,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,24,natural_failure,wrong_receptacle,0.012899116956887412,0.04132490853555362,-0.02842579157866621,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,25,natural_failure,wrong_receptacle,-0.32351882974491725,-0.3304646259444848,0.006945796199567533,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,26,natural_failure,wrong_receptacle,-0.505237468267182,-0.5407872072024208,0.03554973893523883,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,27,natural_failure,wrong_receptacle,-0.3962361464057098,-0.4726322526352622,0.0763961062295524,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,28,natural_failure,wrong_receptacle,0.07726906369978073,0.05954622862177858,0.017722835078002153,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,29,natural_failure,wrong_receptacle,0.40390255387524443,0.37187976449110194,0.03202278938414249,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,30,natural_failure,wrong_receptacle,0.21803132734997607,0.19724941925582648,0.020781908094149593,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,31,natural_failure,wrong_receptacle,0.44921632958647256,0.4576315382021095,-0.008415208615636938,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,32,natural_failure,wrong_receptacle,0.6129020830315504,0.6340181846440736,-0.021116101612523197,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,33,natural_failure,wrong_receptacle,0.6097309054915923,0.6369667020706666,-0.02723579657907438,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,34,natural_failure,wrong_receptacle,0.24866583956222765,0.2447728909017341,0.003892948660493556,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,35,natural_failure,wrong_receptacle,-0.27529934294641545,-0.2627370600499086,-0.012562282896506849,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,36,natural_failure,wrong_receptacle,-0.5265097841399233,-0.5102457230090607,-0.01626406113086265,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,37,natural_failure,wrong_receptacle,-0.3828494107086373,-0.4093272105593524,0.026477799850715078,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,38,natural_failure,wrong_receptacle,-0.09512076786282302,-0.1485446006408429,0.05342383277801989,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,39,natural_failure,wrong_receptacle,0.019133420690409665,-0.046149059541156376,0.06528248023156605,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,40,natural_failure,wrong_receptacle,0.25243633288349304,0.2117441858905101,0.04069214699298293,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,41,natural_failure,wrong_receptacle,0.20213897625638122,0.23501829650900125,-0.032879320252620026,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,42,natural_failure,wrong_receptacle,0.009177407523214262,0.0230910829748694,-0.013913675451655137,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,43,natural_failure,wrong_receptacle,0.0660134854890084,0.040603443022260224,0.025410042466748176,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,44,natural_failure,wrong_receptacle,0.11145451135058994,0.06620312539044854,0.0452513859601414,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,45,natural_failure,wrong_receptacle,0.2136690109540575,0.2001202224832493,0.013548788470808204,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,46,natural_failure,wrong_receptacle,0.3586961664389161,0.34246710978451145,0.01622905665440466,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,47,natural_failure,wrong_receptacle,0.3455808633001278,0.3446027829869034,0.0009780803132244387,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,48,natural_failure,wrong_receptacle,0.3174702690358505,0.32841733374897264,-0.010947064713122123,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,49,natural_failure,wrong_receptacle,0.3233136832165929,0.31666044632759816,0.006653236888994718,success_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,50,natural_failure,wrong_receptacle,0.31336344596861,0.3202756507161704,-0.006912204747560435,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,51,natural_failure,wrong_receptacle,0.3064205438625581,0.33630117533651704,-0.02988063147395892,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,52,natural_failure,wrong_receptacle,0.2865977802383127,0.30948752585779854,-0.022889745619485813,bowl_compositional_template
action_head_input,pi05_libero_ood_diff_start_end_loc_put_the_cream_cheese_on_the_plate_trial_002,2,53,natural_failure,wrong_receptacle,0.35094906129769,0.34876037337485877,0.002188687922831223,success_template
